chr	start	end	silencer
chr1	94304936	94305136	1
chr2	61705315	61705515	1
chr14	35261936	35262136	1
chr12	71217015	71217215	1
chr15	82521216	82521416	1
chr6	123138576	123138776	1
chr12	70745815	70746015	1
chr1	235561175	235561375	1
chrX	47375775	47375975	1
chr17	80039035	80039235	1
chr6	68666316	68666516	1
chr10	135463175	135463375	1
chr2	159044515	159044715	1
chr18	56907096	56907296	1
chr17	68479796	68479996	1
chr7	5134376	5134576	1
chr5	58428096	58428296	1
chr8	69218508	69218708	1
chr16	29005416	29005616	1
chr1	203425795	203425995	1
chr11	2550036	2550236	1
chr17	67175815	67176015	1
chr19	2834296	2834496	1
chr6	35549655	35549855	1
chr8	142726196	142726396	1
chr12	46251856	46252056	1
chr1	19327695	19327895	1
chr2	37607095	37607295	1
chr1	219239755	219239955	1
chr1	6278895	6279095	1
chr19	43052756	43052956	1
chr1	51295315	51295515	1
chr18	21552655	21552855	1
chr10	22459476	22459676	1
chr20	59496176	59496376	1
chr1	180812165	180812365	1
chr11	73140235	73140435	1
chr6	86381715	86381915	1
chr4	90819456	90819656	1
chr3	193398115	193398315	1
chr12	68902555	68902755	1
chr21	20681016	20681216	1
chr10	63252215	63252415	1
chr19	18088416	18088616	1
chr7	38872876	38873076	1
chr7	64869015	64869215	1
chr8	105494815	105495015	1
chr12	22955975	22956175	1
chr8	6257295	6257495	1
chr2	141755736	141755936	1
chr2	181607635	181607835	1
chr19	21313196	21313396	1
chr6	15631865	15632065	1
chr6	155099936	155100136	1
chr12	125279695	125279895	1
chr11	103681596	103681796	1
chr2	61607975	61608175	1
chr5	86397735	86397935	1
chr7	6478976	6479176	1
chr5	145090955	145091155	1
chr17	42312515	42312715	1
chr6	119404135	119404335	1
chr12	72859016	72859216	1
chr7	116272215	116272415	1
chr1	53671815	53672015	1
chr1	50939275	50939475	1
chr21	23233536	23233736	1
chr5	94379056	94379256	1
chr14	65886135	65886335	1
chr14	47454996	47455196	1
chr1	175069115	175069315	1
chrX	68796096	68796296	1
chr15	72998725	72998925	1
chr6	118059986	118060186	1
chr2	3233596	3233796	1
chr12	29192035	29192235	1
chr20	48550496	48550696	1
chr12	56699075	56699275	1
chr7	118324436	118324636	1
chr6	148010616	148010816	1
chr6	30162755	30162955	1
chr10	5363275	5363475	1
chr5	34419815	34420015	1
chr6	41826856	41827056	1
chr20	1481236	1481436	1
chr19	45070296	45070496	1
chr2	172623495	172623695	1
chr5	131971455	131971655	1
chr22	17939025	17939225	1
chr19	349675	349875	1
chr4	80069455	80069655	1
chr18	28512915	28513115	1
chr2	27420735	27420935	1
chr11	96457536	96457736	1
chr3	170324555	170324755	1
chr2	120671916	120672116	1
chr1	55109615	55109815	1
chr11	548816	549016	1
chr5	122065375	122065575	1
chr6	17341435	17341635	1
chr2	223759986	223760186	1
chr19	8158056	8158256	1
chr5	145557095	145557295	1
chr17	37957015	37957215	1
chr3	194382115	194382315	1
chr17	8710555	8710755	1
chr1	227842755	227842955	1
chr10	100168975	100169175	1
chr15	101327635	101327835	1
chr1	11254536	11254736	1
chr4	175534975	175535175	1
chr7	77108655	77108855	1
chr19	38611396	38611596	1
chr6	52029226	52029426	1
chr6	160602175	160602375	1
chr17	78593756	78593956	1
chr9	75709895	75710095	1
chr20	2638996	2639196	1
chr10	16929595	16929795	1
chr17	65320336	65320536	1
chr15	62402075	62402275	1
chr6	56426116	56426316	1
chr6	135785885	135786085	1
chr16	8121715	8121915	1
chr5	74701236	74701436	1
chr1	226051876	226052076	1
chr20	25378556	25378756	1
chr5	35321795	35321995	1
chr14	41098415	41098615	1
chr20	32999876	33000076	1
chr9	98516	98716	1
chr11	58531926	58532126	1
chr2	108305836	108306036	1
chr15	100191495	100191695	1
chr11	32507375	32507575	1
chr20	34425596	34425796	1
chr9	66490935	66491135	1
chr1	197642815	197643015	1
chr7	148161975	148162175	1
chr19	36731786	36731986	1
chr1	246701895	246702095	1
chr6	45042336	45042536	1
chr2	27990615	27990815	1
chr2	28951435	28951635	1
chr3	172185115	172185315	1
chr5	171822576	171822776	1
chr11	59640476	59640676	1
chr13	100136745	100136945	1
chr17	2685660	2685860	1
chr11	16120475	16120675	1
chr9	101223055	101223255	1
chr2	209360916	209361116	1
chr8	130974895	130975095	1
chr2	225085396	225085596	1
chr12	70562175	70562375	1
chr9	35291016	35291216	1
chr1	119385176	119385376	1
chr7	136349356	136349556	1
chr11	71407415	71407615	1
chr1	244863120	244863320	1
chr19	40837036	40837236	1
chr1	194258696	194258896	1
chr11	10871416	10871616	1
chr7	64494406	64494606	1
chr3	17427955	17428155	1
chr2	24082976	24083176	1
chr3	160975476	160975676	1
chr5	29716586	29716786	1
chr12	73615696	73615896	1
chr21	37478555	37478755	1
chr6	89752416	89752616	1
chr1	173264535	173264735	1
chr18	29717185	29717385	1
chr5	134649315	134649515	1
chr3	32876575	32876775	1
chr14	32262656	32262856	1
chr5	104780456	104780656	1
chr7	151276765	151276965	1
chr11	61266635	61266835	1
chr12	43005415	43005615	1
chr9	68448905	68449105	1
chr8	66725136	66725336	1
chrX	121522436	121522636	1
chr12	63036325	63036525	1
chr7	48889260	48889460	1
chr2	182174475	182174675	1
chr6	35476138	35476338	1
chr8	36539936	36540136	1
chr1	220008755	220008955	1
chr19	46937635	46937835	1
chr3	47229155	47229355	1
chr6	83356456	83356656	1
chr9	99331415	99331615	1
chr4	46018416	46018616	1
chr20	52415655	52415855	1
chr12	89644095	89644295	1
chr2	179972535	179972735	1
chr19	37856336	37856536	1
chr8	27385295	27385495	1
chr22	24591756	24591956	1
chr5	159532826	159533026	1
chr6	143924715	143924915	1
chr17	53731515	53731715	1
chrX	77468896	77469096	1
chr7	158346936	158347136	1
chr2	109462485	109462685	1
chr1	202414135	202414335	1
chr17	71133595	71133795	1
chr17	7871156	7871356	1
chr3	158585080	158585280	1
chr12	6764556	6764756	1
chr1	200852755	200852955	1
chr5	108202676	108202876	1
chr8	108172115	108172315	1
chr3	170786535	170786735	1
chr5	86082936	86083136	1
chr14	59001575	59001775	1
chr12	108933875	108934075	1
chr9	33658595	33658795	1
chr12	117664395	117664595	1
chr2	213845756	213845956	1
chr9	105737456	105737656	1
chr6	149587755	149587955	1
chr1	7676315	7676515	1
chr7	39057036	39057236	1
chr2	39019016	39019216	1
chr22	20705675	20705875	1
chr2	120407015	120407215	1
chr9	32331346	32331546	1
chr5	143344606	143344806	1
chr6	112434496	112434696	1
chr2	128577755	128577955	1
chr3	48375496	48375696	1
chr7	157355795	157355995	1
chr14	44908286	44908486	1
chr7	75881455	75881655	1
chr1	71229015	71229215	1
chr8	124426475	124426675	1
chr11	16749435	16749635	1
chr6	147859395	147859595	1
chr9	115422775	115422975	1
chr3	13970780	13970980	1
chr12	62738975	62739175	1
chr1	222451136	222451336	1
chr2	83322886	83323086	1
chr8	66598086	66598286	1
chr1	151323676	151323876	1
chr7	110914415	110914615	1
chr14	65393196	65393396	1
chr1	1140555	1140755	1
chr21	9678395	9678595	1
chr11	116935126	116935326	1
chr13	81773756	81773956	1
chr6	478755	478955	1
chr10	34705786	34705986	1
chr8	67239096	67239296	1
chr11	6269395	6269595	1
chr11	98430756	98430956	1
chr10	5824296	5824496	1
chr7	38278825	38279025	1
chr8	1278216	1278416	1
chr1	89953276	89953476	1
chr2	175831395	175831595	1
chr1	247039855	247040055	1
chr4	68068196	68068396	1
chr2	226423216	226423416	1
chr19	3789125	3789325	1
chr11	108946836	108947036	1
chr6	106298876	106299076	1
chr6	157971195	157971395	1
chr12	71940255	71940455	1
chr2	175935875	175936075	1
chr15	77599735	77599935	1
chr19	3464060	3464260	1
chr5	145330725	145330925	1
chr2	176432515	176432715	1
chr12	95912836	95913036	1
chr8	125418676	125418876	1
chr17	51734696	51734896	1
chr1	189429186	189429386	1
chr11	116772026	116772226	1
chr2	202389656	202389856	1
chr1	28309555	28309755	1
chr17	42313015	42313215	1
chr2	204229086	204229286	1
chr12	127523116	127523316	1
chr21	20677556	20677756	1
chr21	22194976	22195176	1
chr5	98975676	98975876	1
chr6	107029156	107029356	1
chr1	121300376	121300576	1
chr8	39508756	39508956	1
chr1	59920896	59921096	1
chr21	22102836	22103036	1
chr1	37609536	37609736	1
chr2	232403035	232403235	1
chr6	15860405	15860605	1
chr12	10524796	10524996	1
chr1	173984095	173984295	1
chr6	105654135	105654335	1
chr4	97513056	97513256	1
chr3	178429656	178429856	1
chr12	66138835	66139035	1
chr12	122627036	122627236	1
chr12	93933255	93933455	1
chr3	10431775	10431975	1
chr8	52688496	52688696	1
chr9	80471035	80471235	1
chr1	10059035	10059235	1
chr14	90885555	90885755	1
chr6	154798066	154798266	1
chr16	53155436	53155636	1
chr21	26087496	26087696	1
chr11	87108356	87108556	1
chr16	10394876	10395076	1
chr10	23701375	23701575	1
chr7	145732896	145733096	1
chr2	127102116	127102316	1
chr10	89176695	89176895	1
chr6	147676035	147676235	1
chr7	106898675	106898875	1
chr7	135883015	135883215	1
chr1	7587355	7587555	1
chr1	233387875	233388075	1
chr19	39306395	39306595	1
chr2	86727596	86727796	1
chr20	30217998	30218198	1
chr4	69920216	69920416	1
chr10	1314560	1314760	1
chr13	19277116	19277316	1
chr7	136430296	136430496	1
chr12	57814115	57814315	1
chr12	89657775	89657975	1
chr10	131289596	131289796	1
chr5	82633576	82633776	1
chr1	211305280	211305480	1
chr2	123031535	123031735	1
chr6	92185716	92185916	1
chr14	77209475	77209675	1
chr1	5910315	5910515	1
chr8	90818976	90819176	1
chr10	70060315	70060515	1
chr13	87988476	87988676	1
chr6	82937586	82937786	1
chr6	111883536	111883736	1
chr1	115285315	115285515	1
chr12	76977785	76977985	1
chr5	29785836	29786036	1
chr6	91251055	91251255	1
chr11	85320396	85320596	1
chr3	169786856	169787056	1
chr12	28043895	28044095	1
chr5	135859756	135859956	1
chr7	133141375	133141575	1
chr6	158541135	158541335	1
chr1	176000015	176000215	1
chr12	11094516	11094716	1
chr6	96032316	96032516	1
chr18	1227075	1227275	1
chr5	89052886	89053086	1
chr2	171538135	171538335	1
chr2	203176876	203177076	1
chr12	54878515	54878715	1
chr2	42870346	42870546	1
chr10	101520956	101521156	1
chr6	89453096	89453296	1
chr8	86508596	86508796	1
chr6	97650876	97651076	1
chr1	213111455	213111655	1
chr8	15021316	15021516	1
chr1	32795685	32795885	1
chr12	7333376	7333576	1
chr6	83620636	83620836	1
chr6	135255515	135255715	1
chr3	20321855	20322055	1
chr10	69812275	69812475	1
chr5	133309855	133310055	1
chr12	133635496	133635696	1
chr1	189622706	189622906	1
chr20	46082175	46082375	1
chr6	123025136	123025336	1
chr12	23292316	23292516	1
chr7	131276320	131276520	1
chr2	145012015	145012215	1
chr10	76667075	76667275	1
chr2	63883255	63883455	1
chr1	7793455	7793655	1
chr22	38981616	38981816	1
chr1	33015395	33015595	1
chr17	2434576	2434776	1
chr12	123280295	123280495	1
chr10	82346436	82346636	1
chr17	29265300	29265500	1
chr21	20163436	20163636	1
chr9	38211895	38212095	1
chr15	95359115	95359315	1
chr1	46830375	46830575	1
chr2	78544856	78545056	1
chr7	128136075	128136275	1
chr1	112190435	112190635	1
chr3	65087276	65087476	1
chr17	32883516	32883716	1
chr7	106312715	106312915	1
chr7	149297056	149297256	1
chr3	151614255	151614455	1
chr9	104816436	104816636	1
chr6	84851356	84851556	1
chr20	30575820	30576020	1
chr19	272155	272355	1
chr10	70162066	70162266	1
chr1	247041915	247042115	1
chr12	100857116	100857316	1
chr11	126100595	126100795	1
chr14	77095635	77095835	1
chr6	125233636	125233836	1
chr1	112407596	112407796	1
chr3	17640295	17640495	1
chr1	84753216	84753416	1
chr14	44919596	44919796	1
chr12	89655795	89655995	1
chr14	32122416	32122616	1
chr6	51039395	51039595	1
chr16	4394935	4395135	1
chr6	113325996	113326196	1
chr21	21954656	21954856	1
chr20	37521245	37521445	1
chr10	134893656	134893856	1
chr19	4149535	4149735	1
chr7	150326635	150326835	1
chr6	20834216	20834416	1
chr1	246549735	246549935	1
chr15	65003275	65003475	1
chr19	14205456	14205656	1
chr10	71248715	71248915	1
chr2	178296215	178296415	1
chr6	14892315	14892515	1
chr6	157845275	157845475	1
chr14	100064555	100064755	1
chr6	159459955	159460155	1
chr11	19453935	19454135	1
chr10	63193495	63193695	1
chr3	136649216	136649416	1
chr22	49337835	49338035	1
chr6	14187715	14187915	1
chr4	171397616	171397816	1
chr1	217262736	217262936	1
chr1	55313095	55313295	1
chr11	57063855	57064055	1
chr7	5222636	5222836	1
chr9	86384756	86384956	1
chr12	104778195	104778395	1
chr1	186322595	186322795	1
chr2	227584996	227585196	1
chr8	68971555	68971755	1
chr11	130406655	130406855	1
chr15	49315435	49315635	1
chr3	20501215	20501415	1
chr5	145483235	145483435	1
chr7	136080015	136080215	1
chr19	53650876	53651076	1
chr17	26707075	26707275	1
chr17	29229056	29229256	1
chr1	180280535	180280735	1
chr7	130859095	130859295	1
chr1	194045876	194046076	1
chr14	78148606	78148806	1
chr4	32827936	32828136	1
chr12	110789178	110789378	1
chr7	135848315	135848515	1
chr11	108107376	108107576	1
chr7	136710896	136711096	1
chr8	90802436	90802636	1
chr5	74764786	74764986	1
chr17	75771295	75771495	1
chr1	170488256	170488456	1
chr3	49270836	49271036	1
chr3	48548576	48548776	1
chr6	49565955	49566155	1
chr2	144576875	144577075	1
chr2	37164066	37164266	1
chr17	3614116	3614316	1
chr1	190566996	190567196	1
chr12	115670775	115670975	1
chr11	94367036	94367236	1
chr21	41356435	41356635	1
chr12	70763625	70763825	1
chr17	66044356	66044556	1
chr14	66760436	66760636	1
chr1	227842055	227842255	1
chr2	28358256	28358456	1
chr21	20608836	20609036	1
chr3	20588916	20589116	1
chr1	7587195	7587395	1
chr2	141895836	141896036	1
chr11	31463726	31463926	1
chr14	91289996	91290196	1
chr4	66848856	66849056	1
chr7	13102496	13102696	1
chr12	97064256	97064456	1
chr7	91766756	91766956	1
chr7	21378596	21378796	1
chr10	15423575	15423775	1
chr16	47264336	47264536	1
chr15	73199915	73200115	1
chr16	87197305	87197505	1
chr17	67007725	67007925	1
chr10	5210956	5211156	1
chr1	54177255	54177455	1
chr2	124436916	124437116	1
chr7	103439816	103440016	1
chr20	42349055	42349255	1
chr17	13487396	13487596	1
chr3	101669356	101669556	1
chr20	49034396	49034596	1
chr1	88285426	88285626	1
chr2	228241636	228241836	1
chr12	19135696	19135896	1
chr10	22410156	22410356	1
chr11	31435995	31436195	1
chr6	17612215	17612415	1
chr3	50442796	50442996	1
chr7	108222495	108222695	1
chr9	34222136	34222336	1
chr1	10067355	10067555	1
chr1	225461295	225461495	1
chr1	92737566	92737766	1
chr6	118008156	118008356	1
chr11	108107896	108108096	1
chr2	171472615	171472815	1
chr16	30059966	30060166	1
chr12	113558060	113558260	1
chr8	130342615	130342815	1
chr6	45177576	45177776	1
chr6	157130415	157130615	1
chr19	55931385	55931585	1
chr6	21510055	21510255	1
chr9	19793156	19793356	1
chr6	79890686	79890886	1
chr2	170504155	170504355	1
chr18	33748496	33748696	1
chr7	70139256	70139456	1
chr7	32717316	32717516	1
chr3	194470465	194470665	1
chr1	185534755	185534955	1
chr12	66254555	66254755	1
chr19	35839935	35840135	1
chr14	45751096	45751296	1
chr18	900295	900495	1
chr1	189818396	189818596	1
chr6	36127996	36128196	1
chr7	28226775	28226975	1
chr12	66566756	66566956	1
chr3	27278316	27278516	1
chr1	65571386	65571586	1
chr1	236132335	236132535	1
chr16	50113776	50113976	1
chr1	172198095	172198295	1
chr6	45300915	45301115	1
chr4	36749736	36749936	1
chr8	19643635	19643835	1
chr3	177928996	177929196	1
chr22	43845236	43845436	1
chr19	7078135	7078335	1
chr3	75842120	75842320	1
chr6	10662300	10662500	1
chr5	137014936	137015136	1
chr12	44311756	44311956	1
chr12	92941295	92941495	1
chr22	48465896	48466096	1
chr6	113290226	113290426	1
chr1	228991515	228991715	1
chr7	149297696	149297896	1
chr2	62010275	62010475	1
chr11	68030236	68030436	1
chr2	188269275	188269475	1
chr7	110775855	110776055	1
chr12	70649215	70649415	1
chr8	29053396	29053596	1
chr7	90240516	90240716	1
chr11	98629736	98629936	1
chr12	89624796	89624996	1
chr16	27537678	27537878	1
chr17	53509676	53509876	1
chr2	187735635	187735835	1
chr7	10252356	10252556	1
chr19	45639396	45639596	1
chr17	60588496	60588696	1
chr6	108199135	108199335	1
chr5	19802776	19802976	1
chr10	45630095	45630295	1
chr12	118447855	118448055	1
chr6	38520025	38520225	1
chr16	74142976	74143176	1
chr17	4907376	4907576	1
chr15	93390035	93390235	1
chr7	1300415	1300615	1
chr11	98603476	98603676	1
chr2	188329615	188329815	1
chr20	33605896	33606096	1
chr5	85765676	85765876	1
chr14	70892176	70892376	1
chr6	15583515	15583715	1
chr14	68661935	68662135	1
chr7	157222075	157222275	1
chr6	16890435	16890635	1
chr6	155184476	155184676	1
chr12	70550735	70550935	1
chr15	60106635	60106835	1
chr19	13812456	13812656	1
chr7	67554036	67554236	1
chr8	69151636	69151836	1
chr7	118130956	118131156	1
chr7	133718955	133719155	1
chr1	99953876	99954076	1
chr7	142823195	142823395	1
chr6	48536736	48536936	1
chr2	237916	238116	1
chr21	47027218	47027418	1
chr7	50101246	50101446	1
chr19	16385285	16385485	1
chr1	119602956	119603156	1
chr3	160971576	160971776	1
chr10	52609615	52609815	1
chr2	128137075	128137275	1
chr2	39436675	39436875	1
chr11	110087746	110087946	1
chr12	50160155	50160355	1
chr1	52348995	52349195	1
chr21	9663645	9663845	1
chr20	4953955	4954155	1
chr10	86272235	86272435	1
chr6	118933076	118933276	1
chr11	108263966	108264166	1
chr5	93326396	93326596	1
chr7	10686056	10686256	1
chr2	227543096	227543296	1
chr6	35738675	35738875	1
chr15	40519035	40519235	1
chr8	25119156	25119356	1
chr2	47509855	47510055	1
chr3	27863780	27863980	1
chr7	148802195	148802395	1
chr6	14234815	14235015	1
chr5	133620276	133620476	1
chr12	109834395	109834595	1
chr11	28191466	28191666	1
chr7	86650736	86650936	1
chr2	239208196	239208396	1
chr15	100300255	100300455	1
chr7	145058196	145058396	1
chr17	58635336	58635536	1
chrX	150834015	150834215	1
chr12	99004435	99004635	1
chr7	141414915	141415115	1
chr7	76584416	76584616	1
chr12	27930135	27930335	1
chr2	63446275	63446475	1
chr15	89519256	89519456	1
chr17	76860035	76860235	1
chr2	175097835	175098035	1
chr12	28721075	28721275	1
chr4	120464336	120464536	1
chr11	32552275	32552475	1
chr7	10123556	10123756	1
chr16	8018076	8018276	1
chrX	3095875	3096075	1
chr1	227181055	227181255	1
chr19	49342115	49342315	1
chr1	14688955	14689155	1
chr16	29296176	29296376	1
chr10	64861035	64861235	1
chr6	131485176	131485376	1
chr9	137764615	137764815	1
chr12	92950895	92951095	1
chr18	76995646	76995846	1
chr6	168382695	168382895	1
chr10	45248655	45248855	1
chr12	88456416	88456616	1
chr7	136875026	136875226	1
chr19	13923496	13923696	1
chr6	122985236	122985436	1
chr3	169808476	169808676	1
chr1	25962695	25962895	1
chr12	33023986	33024186	1
chr3	129245035	129245235	1
chr16	12910806	12911006	1
chr6	108551166	108551366	1
chr1	220327606	220327806	1
chr12	93654555	93654755	1
chr1	23572835	23573035	1
chr2	232485735	232485935	1
chr6	161863215	161863415	1
chr5	27266316	27266516	1
chr17	56648216	56648416	1
chr4	125382876	125383076	1
chr1	23568975	23569175	1
chr6	82987516	82987716	1
chr2	176682395	176682595	1
chr15	49315605	49315805	1
chr7	19420836	19421036	1
chr6	159435555	159435755	1
chr1	3462455	3462655	1
chr1	53153635	53153835	1
chr10	35211655	35211855	1
chr21	23888576	23888776	1
chr6	25463676	25463876	1
chr16	63788116	63788316	1
chr5	112286216	112286416	1
chr1	226834160	226834360	1
chr14	77856625	77856825	1
chr17	76225216	76225416	1
chr3	118744096	118744296	1
chr3	197711936	197712136	1
chr6	49948685	49948885	1
chr10	44312015	44312215	1
chr18	29714775	29714975	1
chr7	97861115	97861315	1
chr16	66893015	66893215	1
chr2	44211116	44211316	1
chr2	156877935	156878135	1
chr12	48607656	48607856	1
chr2	179492055	179492255	1
chr5	159831796	159831996	1
chr20	29469226	29469426	1
chr17	5069156	5069356	1
chr13	31268895	31269095	1
chr3	152597676	152597876	1
chr6	43168735	43168935	1
chr20	52396335	52396535	1
chr5	148995475	148995675	1
chr21	31205865	31206065	1
chr1	10469355	10469555	1
